word,sentence,wakati
たっふが,"ふろ ん と に は 、 ３ 名 の すたっ ふ が い まし た が 、 それぞれ に 我 関 せ ず で 、 責任 者 も 代理 も い ない の か ！ と 言い たい くらい でし た ', 
",0
たっふが,"ちょうど 忙しい 時間 で すたっ ふ が たった 2 名 で 対応 し て い た の と 訳 の 分から ない 客 の くれ ー む 対応 も あり 大変 な 様子 は 理解 でき ます が 名古屋 の 違う 東横 い ん はらい ゔ 客 で とても 多忙 の よう でし た が とても 快適 でし た ', 
",0
たっふが,"朝 ゆっくり し て い たら 隣 に 泊まっ て い た どこ か の 家族 連れ 宿泊 客 の 子供 が ふざけ て 部屋 の ど あ を のっ くし て くる いたずら に 閉口 し た の は ともかく 、 ふろ ん と すたっ ふ が 少ない せい で 遅い 時間 に ち ぇっくいんしたらすたっふ 一 人 で ち ぇっくいん 2 名 と 飛び込み や 電話 対応 で どたばた 、 ち ぇっくあうとも 最終 ぎりぎり に し たら 大量 のち ぇっくあうと 客 を さばき きれ ず ふろ ん と で 長蛇 の 列 ', 
",0
たっふが,"さらに 、 朝食 を 採る べく 1 階 に 降り て み たら ... 
",0
たっふが,"て ー ぶる せっ と は それなり に 用意 さ れ て いる ものの 大量 の 荷物 を 抱え た 彼ら が 席 を 占拠 し 、 決して 豊富 と いえ ない め に ゅ ー を 片っ端 から 空 に し て いく ので 、 すたっ ふ が 料理 を 補充 し て も 全く 追いつき ませ ん ', 
",0
たっふが,"すたっ ふ が 良く 、 部屋 や 設備 も 十分 で 空港 に 近い の に 残念 でし た ', 
",0
たっふが,"③ 正しい 方 に ち ぇっくいんしなおす 際 、 清掃 すたっ ふ が ふろ ん と で 作業 確認 を し て い て 大声 で 「 ○ 号 室 は × ちゃん の 担当 だ から あたし は 知ら ない 」 など と 怒鳴っ て い まし た ', 
",0
たっふが,"また 清掃 すたっ ふ が 鍵 束 を 持っ て こちら を 見 て いる ので 、 「 急ぎ ませ ん から 先 に 済ませ て 結構 です よ 」 と 先 を 譲り まし た が 、 ふろ ん と 係 も 含め 、 礼 も 言い ませ ん ', 
",0
たっふが,"数 名 の 男性 すたっ ふ が 全て において 面倒 そう に し て いる ', 
",0
たっふが,"新人 研修 すたっ ふ がち ぇっくいんの 時 、 事前 に 手続き が できる と いい ながら し て ある に も かかわら 手際 が 悪く わずか 40 分 前 に 来 た 客 の 顔 も 覚え て い ない の は 問題 あり ', 
",0
たっふが,"知らん顔 は おかしい の で は ？ 朝食 は 補給 が 間に合わ ない の か 、 単に 減る の を すたっ ふ が 見 て い ない だけ な の か 、 さら だ は おろか こ ー ひ ー や お茶 から 空 でし た ', 
",0
たっふが,"すると 、 すたっ ふ が 、 私 を 無視 し 、 その 方 に 「 ち ぇっくいんですか ？ 」 と 声 掛け ', 
",0
たっふが,"すると すたっ ふ が 「 少し お待ち ください 」 と 言っ て 、 その 客 も 私 の 前 に いる まま ', 
",0
たっふが,"その 際 に 普通 に 申し訳 ござい ませ ん と 言っ て 頂けれ ば よかっ た のに 、 次 の 一言 が こんな 状況 です ので 御 理解 ください と まるで こちら は 何 の 不手際 も あり ませ ん の 態度 ・ ・ 別 の すたっ ふ が 対応 に 来 て 鶴橋 の 東横 いん に 喫煙 が １ 部屋 空き まし た ので そちら へ 行っ て 頂け ます か ？ と 対応 さ れ 渋々 わかり まし た と 返事 を さ せ て 頂き まし た ', 
",0
たっふが,"ち ぇっくいんの 時 、 すたっ ふ が ひとり しか い なく て 、 待たさ れ すぎ ', 
",0
たっふが,"食事 す ぺ ー す が 埋まっ て いる 時 は 、 すたっ ふ が 交通 整理 する なり 、 て ー ぶる 使用 について 注意 を 促す なり す べき で は ', 
",0
たっふが,"年度 末 に 利用 し まし た ． 駅 ， こん びにも 近く ， 立地 は そこそこ ． ただし ， もう 二度と 使わ ない ． ほてる に 到着 し た が ， ふろ ん と に 一 人 しか おら ず ， だいぶ 待たさ れる ． 待たさ れ て いる 客 が いる の に ふろ ん と の 対応 もたもた ． その後 もう 一 人 やってき て 15 : 40 に やっ とち ぇっくいん ． 16 : 00 から 部屋 に 入れる と の こと で 20 分 待たさ れる ． その 20 分 に 意味 が ある と は 思え ない が ， ろ び ー で 待つ ． その間 ふろ ん と で は 二 人 の 女性 すたっ ふ が 世間 話 を し まくり ， かなり 感じ 悪い ． 16 : 00 に 部屋 に 入る ． 部屋 は 普通 の びじねすほてる ． ただし ， 廊下 や 隣室 から の 音 が よく 聞こえる ． えれ べ ー た ー 前 の 部屋 だっ た ので ， 夜 や 朝 は かなり うるさい ． 翌朝 ， べ っ どの 下 を ふと 見 た ところ ， 前 客 の もの と 思わ れる 段 ぼ ー る が ． ． ． びびり つつ その だ ん ぼ ー る を 押し て み たら ， いやぁ ～ な 重み ． ． ． 恐ろしく て 中身 は 見 て ませ ん ． そんな もの の 上 で 一 晩 寝 て い た の か と 思う と かなり ぶる ー ． 速攻 で 身 づく ろ いし て ， 外 に 出 て えれ べ ー た ー を 待っ て い たら ， 各階 停車 で 全然 来 ない ． やっと 来 たら 超 満員 ． 一応 乗れ た が ， その後 の 階 の 人 は 全然 乗れ ず ． ． その後 も 各階 停車 で その 度 に 「 すみません 乗れ ませ ん 」 と 謝り ， やっと 1 階 に 到着 ． ち ぇっくあうとしようとしたらそこでも 長蛇 の 列 ． ． ． もう 嫌 です ． ふと ， ろ び ー の 朝食 こ ー なー を みる と ， そこ でも 超 満員 ． ． ． これ が 東横 いん く おり て ぃ ー か ？ 絶対 に 利用 し ませ ん ． ', 
",0
たっふが,"ち ぇっくいんのぴ ー く 時 に すたっ ふ が 少ない ', 
",0
たっふが,"・ ふろ ん と に すたっ ふ が 居 ない こと 多し ', 
",0
たっふが,"接客 は 、 お客 と ふろ ん と すたっ ふ が 対等 、 若しくは それ 以上 で 、 不親切 でし た ', 
",0
たっふが,"ち ぇっくあうとが 多い 朝 の 時間 帯 に ふろ ん と すたっ ふ が 1 人 で の 対応 だっ た ', 
",0
たっふが,"その とき さらに 驚く こと に ふろ ん と 奥 から 別 の すたっ ふ が 現れ た ', 
",0
たっふが,"すたっ ふ が 足り ない の で は ？ ふろ ん とも 同様 で 、 外出 から 戻っ て き て き ー を 受け取る のに 順番 待ち で 5 分 近く 待たさ れ た ', 
",0
たっふが,"せっかく 全体 的 に 素晴らしい ほてる な のに あの よう な すたっ ふ が いる なら 予約 し たく あり ませ ん ', 
",0
たっふが,"他 に は 勤務 が 終っ た の か ふろ ん と に いたす たっ ふ が 私服 姿 で ほてる 玄関 に い た の です が 、 ほてる に 入っ て いく お客 を じろじろ と 携帯 を いじり ながら 見 て いる の に は 不快 な 気持ち に なり まし た ', 
",0
